price,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,grade,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,age
861990.0,5.0,2.75,5639.0,2.0,0.0,0.0,3.0,9.0,0.0,98053.0,47.6848,-122.016,3625.0,5639.0,0.0
685000.0,3.0,1.0,2280.0,2.0,0.0,0.0,3.0,7.0,0.0,98119.0,47.6413,-122.364,1580.0,2640.0,92.0
309000.0,3.0,1.0,9656.0,1.0,0.0,0.0,4.0,6.0,360.0,98058.0,47.4485,-122.175,1340.0,8808.0,55.0
488000.0,3.0,2.5,13603.0,2.0,0.0,0.0,3.0,8.0,0.0,98019.0,47.7443,-121.977,3050.0,9232.0,11.0
210490.0,3.0,1.0,8528.0,1.0,0.0,0.0,3.0,6.0,0.0,98023.0,47.3066,-122.371,1228.0,8840.0,49.0
785000.0,4.0,2.5,13416.0,2.0,0.0,0.0,4.0,9.0,0.0,98007.0,47.6194,-122.151,2680.0,13685.0,33.0
450000.0,3.0,1.75,5963.0,1.0,0.0,0.0,4.0,7.0,0.0,98115.0,47.6796,-122.301,970.0,5100.0,62.0
1350000.0,3.0,2.5,65005.0,1.0,1.0,2.0,5.0,9.0,588.0,98070.0,47.4041,-122.451,2680.0,72513.0,62.0
228000.0,3.0,1.0,9199.0,1.0,0.0,0.0,3.0,7.0,0.0,98148.0,47.4258,-122.322,1190.0,9364.0,59.0
345000.0,5.0,2.5,9134.0,1.0,0.0,0.0,4.0,8.0,1510.0,98056.0,47.4934,-122.189,1990.0,9133.0,49.0
600000.0,3.0,1.75,4080.0,1.0,0.0,0.0,4.0,7.0,410.0,98117.0,47.6808,-122.384,1410.0,4080.0,64.0
585000.0,2.0,1.75,8550.0,1.0,0.0,0.0,3.0,7.0,990.0,98117.0,47.6989,-122.369,1480.0,6738.0,34.0
920000.0,5.0,2.25,6000.0,1.5,0.0,0.0,3.0,8.0,600.0,98105.0,47.6571,-122.281,2730.0,6000.0,88.0
885000.0,4.0,2.5,5000.0,2.0,0.0,0.0,3.0,9.0,0.0,98105.0,47.6597,-122.29,1950.0,5000.0,19.0
292500.0,4.0,2.5,4495.0,2.0,0.0,0.0,3.0,7.0,0.0,98042.0,47.3663,-122.114,2250.0,4500.0,6.0
301000.0,3.0,2.5,4750.0,2.0,0.0,0.0,3.0,8.0,0.0,98042.0,47.3663,-122.122,2690.0,4750.0,12.0
951000.0,5.0,3.25,14342.0,2.0,0.0,4.0,4.0,8.0,0.0,98008.0,47.588,-122.116,2960.0,11044.0,46.0
430000.0,4.0,3.0,9976.0,2.0,0.0,0.0,3.0,8.0,0.0,98059.0,47.5059,-122.149,2270.0,8542.0,24.0
650000.0,3.0,2.25,21235.0,1.0,0.0,3.0,4.0,8.0,560.0,98166.0,47.4336,-122.339,2570.0,18900.0,55.0
289000.0,3.0,1.75,8400.0,1.0,0.0,0.0,3.0,7.0,0.0,98148.0,47.4366,-122.335,1290.0,8750.0,60.0
505000.0,3.0,1.75,8690.0,2.0,0.0,0.0,5.0,8.0,0.0,98166.0,47.4428,-122.344,2500.0,9500.0,41.0
549000.0,3.0,1.75,1044.0,3.0,0.0,0.0,3.0,8.0,0.0,98115.0,47.6765,-122.32,1580.0,3090.0,0.0
425000.0,3.0,2.25,6000.0,1.0,0.0,0.0,3.0,7.0,550.0,98122.0,47.6113,-122.297,1440.0,4080.0,35.0
317625.0,3.0,2.75,3809.0,1.5,0.0,0.0,5.0,7.0,1000.0,98144.0,47.5747,-122.304,1440.0,4000.0,89.0
975000.0,4.0,2.5,11049.0,2.0,0.0,0.0,3.0,10.0,0.0,98004.0,47.5815,-122.192,2750.0,11049.0,25.0
287000.0,4.0,2.5,4648.0,2.0,0.0,0.0,3.0,7.0,0.0,98001.0,47.3378,-122.257,2221.0,4557.0,9.0
204000.0,3.0,1.0,12070.0,1.0,0.0,0.0,4.0,7.0,0.0,98042.0,47.3621,-122.11,1010.0,12635.0,46.0
1325000.0,5.0,2.25,20158.0,1.0,0.0,0.0,3.0,8.0,1600.0,98004.0,47.6303,-122.215,3390.0,20158.0,49.0
1040000.0,5.0,3.25,50094.0,1.0,0.0,0.0,4.0,11.0,1700.0,98005.0,47.6525,-122.16,3530.0,38917.0,41.0
325000.0,3.0,2.0,5612.0,1.0,0.0,0.0,4.0,7.0,0.0,98034.0,47.7362,-122.179,1640.0,4745.0,43.0
571000.0,4.0,2.0,7807.0,1.5,0.0,0.0,5.0,7.0,500.0,98125.0,47.7168,-122.287,1510.0,7807.0,98.0
360000.0,4.0,2.5,5000.0,2.0,0.0,0.0,3.0,8.0,0.0,98038.0,47.3608,-122.036,2420.0,5000.0,9.0
349000.0,3.0,1.75,50529.0,1.0,0.0,0.0,5.0,7.0,700.0,98042.0,47.3511,-122.073,1940.0,50529.0,50.0
832500.0,4.0,4.0,35102.0,2.0,0.0,0.0,4.0,10.0,1040.0,98075.0,47.5822,-121.987,3240.0,35020.0,28.0
380000.0,4.0,1.75,7300.0,1.0,0.0,0.0,3.0,7.0,880.0,98008.0,47.6034,-122.125,1680.0,7500.0,58.0
480000.0,3.0,1.0,5060.0,1.0,0.0,0.0,3.0,7.0,0.0,98116.0,47.5636,-122.394,890.0,5060.0,74.0
410000.0,3.0,1.0,5060.0,1.0,0.0,0.0,4.0,7.0,500.0,98133.0,47.7073,-122.34,1130.0,5693.0,58.0
720000.0,4.0,2.5,39683.0,2.0,0.0,0.0,3.0,10.0,0.0,98010.0,47.342,-122.025,3350.0,39750.0,13.0
390000.0,3.0,2.5,5100.0,2.0,0.0,0.0,3.0,8.0,0.0,98038.0,47.3512,-122.008,2350.0,5363.0,11.0
360000.0,4.0,2.5,5889.0,2.0,0.0,0.0,3.0,7.0,0.0,98038.0,47.349,-122.031,1870.0,6405.0,22.0
355000.0,2.0,1.0,6720.0,1.0,0.0,0.0,3.0,7.0,1010.0,98118.0,47.5474,-122.291,1720.0,6720.0,66.0
356000.0,3.0,1.5,8712.0,1.0,0.0,0.0,3.0,8.0,0.0,98059.0,47.4811,-122.149,1850.0,8797.0,51.0
315000.0,3.0,1.0,6634.0,1.0,0.0,0.0,3.0,6.0,0.0,98125.0,47.7264,-122.31,1570.0,7203.0,62.0
940000.0,3.0,1.5,3600.0,2.0,0.0,0.0,3.0,9.0,240.0,98119.0,47.6337,-122.365,2020.0,4800.0,89.0
305000.0,5.0,2.25,8400.0,1.5,0.0,0.0,5.0,7.0,0.0,98092.0,47.2909,-122.189,1590.0,8165.0,53.0
461000.0,3.0,3.25,6278.0,2.0,0.0,0.0,3.0,9.0,790.0,98056.0,47.5228,-122.199,1900.0,7349.0,8.0
215000.0,2.0,2.25,2040.0,2.0,0.0,0.0,4.0,7.0,0.0,98056.0,47.518,-122.194,1950.0,2025.0,35.0
335000.0,2.0,1.75,1066.0,2.0,0.0,0.0,3.0,7.0,265.0,98136.0,47.5394,-122.387,1030.0,1106.0,8.0
243500.0,4.0,2.5,7403.0,2.0,0.0,0.0,3.0,7.0,0.0,98023.0,47.2897,-122.372,1980.0,7510.0,26.0
1099880.0,5.0,2.75,6353.0,2.0,0.0,0.0,4.0,10.0,0.0,98199.0,47.6506,-122.391,2520.0,6250.0,14.0
153000.0,3.0,1.0,10500.0,1.0,0.0,0.0,3.0,7.0,0.0,98023.0,47.322,-122.351,1350.0,10500.0,53.0
430000.0,3.0,1.5,5000.0,1.0,0.0,0.0,3.0,8.0,290.0,98117.0,47.687,-122.386,1570.0,4500.0,75.0
700000.0,3.0,1.5,5000.0,1.0,0.0,0.0,3.0,8.0,290.0,98117.0,47.687,-122.386,1570.0,4500.0,75.0
905000.0,4.0,2.5,10250.0,1.0,0.0,0.0,3.0,7.0,910.0,98040.0,47.5873,-122.249,1950.0,6045.0,68.0
247500.0,3.0,1.75,15681.0,1.0,0.0,0.0,3.0,7.0,0.0,98032.0,47.3576,-122.277,1750.0,15616.0,48.0
199000.0,4.0,1.5,6400.0,1.0,0.0,0.0,4.0,7.0,0.0,98023.0,47.3036,-122.378,1160.0,6400.0,39.0
314000.0,3.0,1.75,41800.0,1.0,0.0,0.0,5.0,7.0,600.0,98038.0,47.4109,-121.958,1650.0,135036.0,34.0
437500.0,3.0,2.5,36847.0,2.0,0.0,2.0,3.0,9.0,0.0,98045.0,47.4838,-121.714,2550.0,35065.0,22.0
850830.0,3.0,2.5,13241.0,1.5,0.0,0.0,5.0,9.0,800.0,98102.0,47.6415,-122.315,2200.0,4500.0,104.0
555000.0,3.0,2.0,3478.0,1.5,0.0,0.0,4.0,7.0,540.0,98117.0,47.6775,-122.372,1610.0,3478.0,85.0
699950.0,3.0,2.25,107593.0,2.0,0.0,0.0,4.0,8.0,0.0,98077.0,47.7731,-122.08,2570.0,47777.0,31.0
1088000.0,3.0,2.5,8113.0,2.0,0.0,0.0,3.0,8.0,0.0,98004.0,47.5814,-122.196,2370.0,8113.0,64.0
290000.0,3.0,1.0,33919.0,1.0,0.0,0.0,3.0,7.0,0.0,98058.0,47.4375,-122.184,1640.0,14910.0,60.0
375000.0,3.0,2.5,10005.0,1.0,0.0,0.0,4.0,8.0,880.0,98058.0,47.4431,-122.133,2250.0,8162.0,37.0
460000.0,3.0,1.0,4005.0,1.5,0.0,0.0,4.0,7.0,500.0,98117.0,47.6878,-122.38,1240.0,4005.0,75.0
188500.0,2.0,1.75,2493.0,1.0,0.0,0.0,4.0,8.0,0.0,98198.0,47.3813,-122.322,1270.0,4966.0,29.0
680000.0,4.0,2.5,28037.0,2.0,0.0,0.0,4.0,10.0,0.0,98077.0,47.7304,-122.082,2990.0,35001.0,24.0
470000.0,5.0,1.75,12342.0,2.0,0.0,0.0,4.0,7.0,0.0,98052.0,47.6417,-122.109,2500.0,9433.0,72.0
597750.0,4.0,2.5,9624.0,2.0,0.0,0.0,3.0,8.0,0.0,98027.0,47.5386,-122.053,1940.0,9636.0,30.0
570000.0,3.0,1.75,3328.0,1.0,0.0,0.0,5.0,6.0,560.0,98103.0,47.6823,-122.349,1380.0,3536.0,110.0
272500.0,3.0,1.75,12600.0,1.0,0.0,0.0,4.0,7.0,380.0,98038.0,47.3624,-122.031,1540.0,11656.0,34.0
329950.0,3.0,1.75,5969.0,1.0,0.0,2.0,3.0,7.0,1000.0,98108.0,47.5474,-122.295,2090.0,5500.0,43.0
480000.0,4.0,2.5,16171.0,2.0,0.0,3.0,3.0,9.0,710.0,98001.0,47.3183,-122.253,2640.0,8517.0,13.0
740500.0,3.0,3.5,6350.0,2.0,0.0,0.0,3.0,8.0,1600.0,98117.0,47.6981,-122.368,1830.0,6350.0,114.0
518500.0,3.0,3.5,1102.0,3.0,0.0,0.0,3.0,8.0,0.0,98103.0,47.6824,-122.347,1620.0,3166.0,4.0
205425.0,2.0,1.0,6780.0,1.0,0.0,0.0,4.0,6.0,0.0,98178.0,47.5009,-122.248,1190.0,6780.0,69.0
171800.0,4.0,2.0,9600.0,1.0,0.0,0.0,3.0,6.0,0.0,98168.0,47.4965,-122.303,1880.0,9000.0,65.0
535000.0,4.0,1.0,2982.0,1.5,0.0,0.0,4.0,7.0,0.0,98144.0,47.587,-122.294,1610.0,4040.0,90.0
660000.0,3.0,2.5,6474.0,1.0,0.0,2.0,3.0,8.0,840.0,98177.0,47.7728,-122.386,2340.0,10856.0,51.0
391500.0,3.0,2.0,9132.0,1.0,0.0,0.0,3.0,7.0,0.0,98034.0,47.7288,-122.226,1580.0,9104.0,27.0
395000.0,2.0,1.0,6000.0,1.0,0.0,0.0,3.0,6.0,0.0,98117.0,47.6999,-122.364,1710.0,6000.0,62.0
445000.0,4.0,1.75,4400.0,1.5,0.0,0.0,5.0,7.0,380.0,98118.0,47.5299,-122.266,1850.0,4400.0,90.0
770000.0,3.0,2.25,10204.0,2.0,0.0,0.0,3.0,9.0,0.0,98052.0,47.6897,-122.098,2700.0,13992.0,24.0
1450000.0,4.0,2.75,17789.0,1.5,0.0,0.0,3.0,8.0,770.0,98004.0,47.6141,-122.212,3060.0,11275.0,101.0
445000.0,3.0,2.25,8201.0,1.0,0.0,2.0,3.0,8.0,480.0,98178.0,47.5091,-122.244,2660.0,8712.0,47.0
260000.0,4.0,2.25,8811.0,1.0,0.0,0.0,3.0,8.0,800.0,98023.0,47.3129,-122.39,2090.0,8400.0,36.0
822500.0,5.0,3.5,4960.0,2.0,0.0,0.0,5.0,7.0,600.0,98103.0,47.6763,-122.352,1700.0,4960.0,88.0
430000.0,4.0,2.5,4310.0,2.0,0.0,0.0,3.0,7.0,0.0,98065.0,47.5319,-121.85,1970.0,3748.0,11.0
212000.0,3.0,1.75,7875.0,1.0,0.0,0.0,4.0,7.0,0.0,98092.0,47.2761,-122.152,1420.0,7680.0,29.0
660500.0,4.0,2.25,9603.0,1.0,0.0,0.0,3.0,8.0,570.0,98027.0,47.5343,-122.054,2060.0,9793.0,29.0
784000.0,3.0,3.5,111078.0,1.5,0.0,0.0,3.0,9.0,1490.0,98052.0,47.697,-122.072,2480.0,88500.0,25.0
453246.0,3.0,2.5,2287.0,2.0,0.0,0.0,3.0,8.0,620.0,98029.0,47.5517,-121.998,1690.0,1662.0,0.0
675000.0,4.0,3.5,2278.0,3.0,0.0,0.0,3.0,9.0,0.0,98107.0,47.6734,-122.38,1540.0,2285.0,10.0
199000.0,3.0,1.75,17390.0,1.0,0.0,0.0,4.0,7.0,0.0,98003.0,47.3257,-122.296,1550.0,19265.0,58.0
220000.0,4.0,1.75,7840.0,1.0,0.0,0.0,3.0,7.0,1010.0,98003.0,47.3309,-122.299,1750.0,8140.0,46.0
452000.0,4.0,2.25,10002.0,1.0,0.0,0.0,4.0,8.0,1250.0,98028.0,47.7689,-122.266,1550.0,10436.0,46.0
382500.0,2.0,1.0,4440.0,1.0,0.0,0.0,3.0,6.0,0.0,98125.0,47.7135,-122.287,1060.0,5715.0,33.0
519950.0,3.0,2.25,1249.0,3.0,0.0,0.0,3.0,8.0,0.0,98107.0,47.6722,-122.381,1350.0,1310.0,0.0
665000.0,2.0,1.0,3200.0,1.0,0.0,0.0,3.0,7.0,0.0,98119.0,47.6338,-122.358,1170.0,3600.0,89.0
527700.0,5.0,2.5,9375.0,1.0,0.0,0.0,4.0,8.0,1270.0,98006.0,47.5707,-122.128,2820.0,9375.0,46.0
205000.0,3.0,1.0,8579.0,1.0,0.0,0.0,4.0,7.0,600.0,98058.0,47.4563,-122.171,1610.0,8579.0,53.0
420000.0,3.0,1.0,8097.0,1.0,0.0,0.0,4.0,7.0,120.0,98133.0,47.7144,-122.351,1560.0,7940.0,92.0
500000.0,4.0,2.25,8517.0,1.0,0.0,0.0,4.0,8.0,650.0,98006.0,47.5495,-122.174,2230.0,8824.0,54.0
921500.0,4.0,2.5,315374.0,2.0,0.0,0.0,4.0,9.0,0.0,98077.0,47.7421,-122.026,2840.0,87991.0,20.0
890000.0,4.0,1.0,4000.0,2.0,0.0,0.0,3.0,8.0,180.0,98109.0,47.6354,-122.353,2200.0,4000.0,109.0
430000.0,2.0,2.5,60984.0,2.0,0.0,0.0,3.0,7.0,0.0,98027.0,47.5262,-121.943,1940.0,193842.0,7.0
258000.0,5.0,2.0,12500.0,1.0,0.0,0.0,4.0,8.0,1130.0,98032.0,47.3887,-122.286,1360.0,18000.0,54.0
511000.0,3.0,1.0,3455.0,1.0,0.0,0.0,3.0,7.0,450.0,98103.0,47.6873,-122.336,1450.0,4599.0,67.0
532170.0,3.0,2.0,3090.0,2.0,0.0,0.0,3.0,8.0,0.0,98103.0,47.6838,-122.353,1500.0,3090.0,24.0
560000.0,3.0,1.0,5000.0,1.5,0.0,0.0,3.0,7.0,0.0,98107.0,47.655,-122.359,1420.0,5000.0,68.0
282950.0,3.0,1.0,8200.0,1.0,0.0,0.0,4.0,7.0,0.0,98003.0,47.3255,-122.304,1680.0,8633.0,61.0
350000.0,1.0,1.0,5100.0,1.0,0.0,0.0,3.0,7.0,0.0,98115.0,47.679,-122.3,1010.0,5100.0,72.0
215000.0,3.0,1.0,7669.0,1.0,0.0,0.0,4.0,7.0,0.0,98058.0,47.4479,-122.176,1190.0,7669.0,47.0
650000.0,5.0,3.5,25245.0,2.0,0.0,0.0,3.0,9.0,1460.0,98056.0,47.525,-122.172,2640.0,13675.0,18.0
320000.0,4.0,2.75,7500.0,1.0,0.0,0.0,3.0,8.0,1020.0,98023.0,47.3135,-122.369,1980.0,7875.0,47.0
247000.0,3.0,2.0,7198.0,1.5,0.0,0.0,3.0,7.0,0.0,98022.0,47.2086,-121.996,1160.0,7198.0,98.0
320000.0,4.0,1.75,11180.0,1.0,0.0,0.0,4.0,8.0,0.0,98059.0,47.4715,-122.118,1730.0,11180.0,46.0
255000.0,5.0,2.25,8632.0,1.0,0.0,0.0,3.0,7.0,1030.0,98146.0,47.4877,-122.335,1010.0,11680.0,52.0
438000.0,3.0,1.75,9660.0,1.0,0.0,0.0,3.0,7.0,0.0,98034.0,47.7171,-122.193,1200.0,9660.0,53.0
900000.0,3.0,2.5,16603.0,2.0,0.0,0.0,3.0,10.0,0.0,98075.0,47.6012,-122.023,3400.0,12601.0,15.0
441000.0,3.0,2.75,7280.0,1.0,0.0,0.0,3.0,7.0,750.0,98034.0,47.7319,-122.224,1710.0,8152.0,35.0
420000.0,3.0,2.0,38332.0,1.0,0.0,0.0,4.0,7.0,1010.0,98027.0,47.4582,-122.023,2110.0,36590.0,39.0
370000.0,3.0,1.75,7000.0,1.0,0.0,0.0,3.0,7.0,400.0,98034.0,47.7209,-122.168,1640.0,7500.0,38.0
269950.0,2.0,1.75,7250.0,1.0,0.0,0.0,5.0,5.0,640.0,98198.0,47.408,-122.327,1830.0,9750.0,66.0
807100.0,4.0,2.5,4499.0,2.0,0.0,0.0,3.0,9.0,0.0,98006.0,47.565,-122.125,2920.0,4500.0,16.0
653000.0,3.0,2.5,9750.0,1.0,0.0,0.0,4.0,8.0,1070.0,98034.0,47.7028,-122.231,2480.0,8750.0,35.0
371500.0,3.0,2.0,8336.0,1.0,0.0,0.0,5.0,7.0,0.0,98133.0,47.7458,-122.331,1770.0,7288.0,50.0
284000.0,3.0,1.75,21000.0,1.0,0.0,0.0,3.0,7.0,0.0,98166.0,47.4776,-122.337,1070.0,7920.0,61.0
272000.0,3.0,1.75,7140.0,1.0,0.0,0.0,4.0,7.0,490.0,98023.0,47.3026,-122.374,1930.0,7350.0,37.0
313000.0,3.0,1.5,7912.0,1.5,0.0,0.0,3.0,7.0,0.0,98133.0,47.7658,-122.339,1480.0,7940.0,59.0
917500.0,4.0,2.5,35003.0,2.0,0.0,0.0,3.0,10.0,1310.0,98033.0,47.6477,-122.182,3740.0,35230.0,31.0
673000.0,4.0,2.25,8190.0,2.0,0.0,0.0,4.0,8.0,0.0,98006.0,47.5619,-122.125,2260.0,8335.0,34.0
425000.0,3.0,2.5,1100.0,2.0,0.0,0.0,3.0,8.0,300.0,98122.0,47.6106,-122.31,1590.0,1795.0,7.0
399950.0,5.0,2.75,5400.0,1.0,0.0,0.0,3.0,7.0,650.0,98144.0,47.5868,-122.308,1280.0,2150.0,28.0
385000.0,3.0,1.0,4800.0,1.0,0.0,0.0,3.0,6.0,0.0,98122.0,47.6101,-122.307,1200.0,4800.0,113.0
269950.0,3.0,1.5,7560.0,1.0,0.0,2.0,4.0,7.0,630.0,98022.0,47.1976,-121.999,1950.0,8941.0,39.0
330000.0,2.0,1.0,8220.0,1.0,0.0,0.0,3.0,7.0,290.0,98177.0,47.7224,-122.358,1540.0,8280.0,66.0
260000.0,3.0,2.5,5797.0,2.0,0.0,0.0,3.0,7.0,0.0,98030.0,47.3505,-122.179,1670.0,6183.0,26.0
470000.0,4.0,3.0,5125.0,1.5,0.0,0.0,4.0,7.0,700.0,98126.0,47.5384,-122.376,1410.0,5375.0,90.0
589000.0,4.0,3.0,9600.0,2.0,0.0,0.0,5.0,7.0,0.0,98034.0,47.7044,-122.2,2290.0,9600.0,53.0
163500.0,2.0,1.5,3419.0,2.0,0.0,0.0,3.0,7.0,0.0,98038.0,47.3848,-122.039,1050.0,3417.0,18.0
835000.0,4.0,2.75,13412.0,2.0,0.0,0.0,3.0,9.0,990.0,98052.0,47.6993,-122.102,2260.0,9984.0,21.0
1095000.0,5.0,3.0,12850.0,1.0,0.0,2.0,4.0,10.0,2000.0,98033.0,47.6627,-122.188,2540.0,10270.0,28.0
269000.0,4.0,1.75,10000.0,1.0,0.0,0.0,4.0,8.0,390.0,98023.0,47.3099,-122.379,2190.0,8910.0,46.0
560000.0,3.0,2.5,8744.0,2.0,0.0,0.0,3.0,8.0,0.0,98074.0,47.62,-122.043,2030.0,8744.0,27.0
615000.0,4.0,1.0,2400.0,1.5,0.0,0.0,4.0,6.0,0.0,98103.0,47.65,-122.34,1330.0,4400.0,114.0
585188.0,3.0,2.25,10026.0,1.0,0.0,0.0,3.0,8.0,800.0,98052.0,47.6647,-122.153,2230.0,9340.0,39.0
305000.0,3.0,1.75,9480.0,1.0,0.0,0.0,3.0,7.0,430.0,98034.0,47.726,-122.191,1540.0,8400.0,37.0
166950.0,3.0,1.0,8820.0,1.0,0.0,0.0,3.0,6.0,0.0,98058.0,47.4616,-122.184,1230.0,7980.0,55.0
799000.0,3.0,2.5,9897.0,1.0,0.0,0.0,4.0,8.0,0.0,98040.0,47.5505,-122.219,2680.0,10083.0,55.0
400000.0,3.0,2.5,7508.0,1.0,0.0,0.0,4.0,7.0,760.0,98133.0,47.7606,-122.336,1900.0,7818.0,52.0
230000.0,3.0,1.0,10228.0,1.0,0.0,0.0,3.0,7.0,0.0,98155.0,47.7481,-122.3,1570.0,10228.0,66.0
256883.0,3.0,2.5,5025.0,2.0,0.0,0.0,3.0,8.0,0.0,98023.0,47.2779,-122.347,2550.0,5001.0,11.0
423000.0,4.0,2.0,6480.0,1.5,0.0,0.0,5.0,7.0,840.0,98108.0,47.5511,-122.312,1500.0,6480.0,94.0
